notation,hierarcylevel,type,prefLabel@de,prefLabel@en,prefLabel@fr,altLabel@de,altLabel@en,altLabel@fr,definition@de,broader,related,source,creator,exactMatch,closeMatch,relatedMatch,broadMatch,narrowMatch,seeAlso
G992B6,9.0,Q2,Blei,lead,,,,,"sehr weiches Metall, von blÃ¤ulich-grÃ¤ulicher Farbe mit dem chemischen Symbol Pb und der Ordnungszahl 82. GehÃ¶rt zur Gruppe der Schwermetalle und wirkt giftig auf den menschlichen KÃ¶rper. Wurde in der Antike sowohl fÃ¼r eigenstÃ¤ndige Objektherstellung, als auch in Pigmenten und Glasuren sowie Legierungen mit anderen Metallen verwendet. Blei lÃ¤uft an der Luft unter Bildung einer passivierenden Oxidschicht an und ist auch bei Kontak mit Wasser oder SÃ¤uren stark korrosionsanfÃ¤llig. ",GB5BGF,F387GB,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (MÃ¼nchen 2000),S. 29, 33.| Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989),S. 81/82.",Kristina Fischer/ LEIZA,,https://vocab.getty.edu/aat/300011022 | https://cameo.mfa.org/wiki/Lead,,,,
G8AG1C,9.0,Q2,Zink,zinc,,,,,blÃ¤ulich-weiÃes Metall mit dem chemischen Symbol Zn und der Ordnungszahl 30. Zink wurde in der Antike hauptsÃ¤chlich als Erz bei der KupferverhÃ¼ttung bzw. -legierung verarbeitet. Erst im spÃ¤ten Mittelalter wird Zink gezielt als reines Metall hergestellt.  ,GB5BGF,F15DFD,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (MÃ¼nchen 2000),S. 29, 33.| Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989), S. 92/93.",Kristina Fischer/ LEIZA,,https://vocab.getty.edu/aat/300011037 | https://cameo.mfa.org/wiki/Zinc,,,,
G78BD6,9.0,Q2,Zinn,tin,,,,,"silberweiÃes, sehr weiches Metall mit dem chemischen Symbol Sn und der Ordnungszahl 50. Zinn wird hauptsÃ¤chlich als Legierungsbestandteil (z.B. fÃ¼r (Zinn-)Bronze oder in Weichloten) verwendet, aber auch als reines Metall fÃ¼r die Herstellung von Geschirr und kleinen Kulturobjekten. GegenÃ¼ber Luftsauerstoff ist es weitgehend bestÃ¤ndig, wird jedoch von SÃ¤uren (v.a. SalpetersÃ¤ure) stark angegriffen. Bei der Lagerung von Zinnobjekten unterhalb 13Â°C tritt das PhÃ¤nomen der sog. ""Zinnpest"" auf, bei der sich das stabile Zinn in Î±-Zinn umwandelt, was sich in Form von Flecken und Pusteln bemerktbar macht und schleichend zur vollstÃ¤ndigen VerstÃ¶rung des Zinnobjektes fÃ¼hrt.",GB5BGF,G6A358|CFC44A,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (MÃ¼nchen 2000),S. 29, 33.| Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989),S. 80/81.",Kristina Fischer/ LEIZA,,https://vocab.getty.edu/aat/300133748 | https://www.wikidata.org/wiki/Q1096 | https://cameo.mfa.org/wiki/Tin,,,,
F9GB13,6.0,Q2,Metalllegierung,metal alloy,,Legierung,,,"Gemenge aus mindestens zwei verschiedenen chemischen Elementen, wobei eines davon ein Metall ist. Durch das gezielte Zusammenschmelzen von Metallen werden Legierungen mit spezifischen Eigenschaften wie verbesserte Festigkeit, KorrosionsbestÃ¤ndigkeit oder Verarbeitbarkeit hergestellt. Im festen/abgekÃ¼hlten Zustand kÃ¶nnen diese Legierungsbestandteile nicht ohne weiteres mit physikalischen Methoden getrennt werden. Benannt werden Legierungen nach dem mengenmÃ¤Ãig Ã¼berwiegend enthaltenen Metall. ",B5DD1A,,"Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989), S. 28.| Erhard Brepohl, Theorie und Praxis des Goldschmieds (MÃ¼nchen 2000), S. 42.",Kristina Fischer/ LEIZA,,https://vocab.getty.edu/aat/300010902,,,,
G4AG5C,7.0,Q2,Edelmetalllegierung,,,,,,"Legierung, bei dem der Hauptbestandteil ein Edelmetall ist. ",F9GB13,FGA46A,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (MÃ¼nchen 2000), S. 42.",Kristina Fischer/ LEIZA,,,,,,
DC5B2B,8.0,Q2,Goldlegierung,gold alloy,,Goldlegierungen,,,"Legierung mit Gold als Hauptbestandteil. Da reines Gold relativ weich ist, wird es zur Verbesserung der HÃ¤rte und BestÃ¤ndigkeit mit anderen Metallen (hauptsÃ¤chlich Kupfer und Silber) legiert. Kongruent zu reinen Goldobjekten sind auch an Objekten aus Goldlegierungen kaum materialbedingte konservatorische MaÃnahmen notwendig. Je nach HÃ¶he des Anteils an unedleren Bestandteilen kann es jedoch zu oberflÃ¤chlicher VerfÃ¤rbung kommen.",G4AG5C,FD5149,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (MÃ¼nchen 2000),S. 56-74.|Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989),S. 38/39.",Kristina Fischer/ LEIZA,,https://www.wikidata.org/wiki/Q37136268 | https://vocab.getty.edu/aat/300010963 | http://d-nb.info/gnd/4157867-3,,,,
AD789F,8.0,Q2,Silberlegierung,silver alloy,,Silberlegierungen,,,"Legierung mit Silber als Hauptbestandteil. Reines Silber ist fÃ¼r viele Anwendungsbereiche zu weich, sodass es hÃ¤ufig mit anderen Metallen (vor allem Kupfer) legiert wird. Neben den Korrosionserscheinungen des reinen Silbers treten in Legierungssystemen weitere Korrosionen auf. So kann sich z.B. bei kupferhaltigen Silberlegierungen Kupfer-I-oxid und Kupfersulfid bilden.",G4AG5C,F135A8,"Wilhelm P. Bauer, GrundzÃ¼ge der Metallkorrosion. In: Peter Heinrich (Hrsg.), Metallrestaurierung. BeitrÃ¤ge zur Analyse, Konzeption und Technologie. MÃ¼nchen 2000, 63â67.| Erhard Brepohl, Theorie und Praxis des Goldschmieds (MÃ¼nchen 2000).| Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989).",Kristina Fischer/ LEIZA,,https://www.wikidata.org/wiki/Q52895784 | https://vocab.getty.edu/aat/300010975 | http://d-nb.info/gnd/4181330-3,,,,
F9F6DG,8.0,Q2,Elektrum,electrum,Ã©lectrum,Elektron,,,"natÃ¼rlich vorkommende Legierung aus Gold und Silber, teils auch mit geringem Kupferanteil.",G4AG5C,FD5149|F135A8,"Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989).| Der Brockhaus von A-Z: In drei BÃ¤nden (Mannheim 2002).",Kristina Fischer/ LEIZA,,https://cameo.mfa.org/wiki/Electrum | https://www.wikidata.org/wiki/Q239481 | https://d-nb.info/gnd/4841049-4 | https://vocab.getty.edu/aat/300010965,,,,
FAG415,7.0,Q2,Unedelmetallegierung,,,,,,"Legierung, bei dem der Hauptbestandteil durch ein unedles Metall gebildet wird.",F9GB13,BBF566,,Kristina Fischer/ LEIZA,,,,,,
BC75G1,8.0,Q2,Eisenlegierung,iron alloy,,,,,"Legierung mit Eisen als Hauptbestandteil, die aufgrund ihrer HÃ¤rte und VerfÃ¼gbarkeit seit der Antike weit verbreitet fÃ¼r die Herstellung von Werkzeugen, Waffen und landwirtschaftlichen GerÃ¤ten genutzt wurde. Die Entdeckung der Eisenherstellung (VerhÃ¼ttung) stellt einen wichtigen Fortschritt in der technologischen Metallverarbeitung der Menschheitsgeschichte dar und beeinflusste maÃgeblich die Entwicklung und Expansion antiker Kulturen. Eisenlegierungen sind Ã¤uÃerst korrosionsanfÃ¤llig, wobei das Korrosionsgeschehen stark von der Legierungszusammensetzung und der GefÃ¼gestruktur abhÃ¤ngig ist. ",FAG415,F71C6B|B19D33,"Wilhelm P. Bauer, GrundzÃ¼ge der Metallkorrosion. In: Peter Heinrich (Hrsg.), Metallrestaurierung. BeitrÃ¤ge zur Analyse, Konzeption und Technologie. MÃ¼nchen 2000, 63â67.| Erhard Brepohl, Theorie und Praxis des Goldschmieds (MÃ¼nchen 2000).| Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989).",Kristina Fischer/ LEIZA,,https://vocab.getty.edu/aat/30001090 | http://d-nb.info/gnd/4014081-7,,,,
